[ 2015-07-11T08:58:43+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ route_check ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ app_begin ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ view_template ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | INFO: Tag[ view_parse ] --START--
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-07-11T18:52:18+08:00 ] /index.php/Admin/Index/top?PHPSESSID=vm5ig0n8mcfsb0uobbufhhaj31 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
